"","stars","text"
"431",5,"This was a very nice hotel. Even' with its location near downtown, it was very nice and very clean. I would recommend this hotel highly to anyone traveling to Lexington. The fitness center was great!!"
"432",5,"Stayed during high season in Phoenix. Not super chi-chi, but super solid. Impeccably clean room, clean lobby, clean grounds. Friendly staff. Cheesecake Factory walking distance a bonus. :-) Easy to get to from Phoenix ingress on Highway 60 from East. Great."
"433",5,"Bad: Nada. Good: Amenities, staff, decor, room"
"434",3,"Stayed two nights in late April. The parking is a little confusing as it is shared with the hotel next door and could use more lighting. The attendance was very pleasant when checking in. The manager was very helpful in the morning pulling additional chairs for the folks to be able to sit in the crowded breakfast area. Clean place.... More"
"435",1,"one of the worst hotels I have ever stayed at. Could not wait to leave in the mornings. As it was memorial weekend the pickings were very slim."
"436",1,"Unfortunately this hotel had no sound barriers between floors. Noise from upstairs was constant and I did not sleep at all. Bathroom shower surround was damaged and doors were dirty. The best positive was that the room was clean and updated."
"437",5,"The location for this hotel is great right in the middle of the North End and close walking distance to Faneuil Hall, etc. modern efficient with large TV and electric fireplace. Very nice bathroom with standup shower but lacking in horizontal surfaces for toiletries."
"438",4,"This is an excellent place to stay while in Morgantown. The rooms are spacious and clean. One shortcoming is a lack of a refrigerator in room. they do charge for covered parking. Valet paring is available. the restaurant in the hotel is very good. The exercise room is the best equipped I have ever seen in a hotel, it rivals... More"
"439",5,"Stayed here 4 nights and were very pleased. Rooms were clean and well appointed.. It was comfortable and quiet. Also very close to everything. Staff was pleasant and helpful. Good breakfast. Would not hesitate to return."
"440",5,"WiFi was not any good. Everything else, was enough for the price."
"441",3,"Had to call maintenance man to fix shower. More water going out of diverted than shower head. They did fix it. Heard people walking in room above us. No counter space around sink."
"442",5,"My husband and I just returned from a 3 night stay. We were celebrating our wedding anniversary and it was our first time visiting NOLA. Since it was our first time visiting and we were celebrating a special occasion we booked a king suite with a balcony. The extra price tag was worth it. The balcony was amazing- we overlooked... More"
"443",4,"Gorgeous sheets and comfy beds, flat screen TV. The room was nice and quiet. Great location to visit key areas of Napa and very close to downtown . Staff was very friendly. The only thing we missed was a safe in our room. Reasonable prices for July.Thank you for your review. I am glad you enjoyed your stay. Come back and see us again."
"444",4,"Up to HGI standards. Expensive bar drinks but comfortable and close to I10. Quality breakfast (free to Diamond members) Exceptionally helpful and friendly staff throughout. Great accommodations for the price and close enough to FSU campus."
"445",3,"The area and hotel was packed due to the fall leaf season. We stayed for two nights and found the hotel to be conveniently located to the downtown Cherokee area, the Great Smoky Mountain National Park and other area attractions. The reception and room staff was very friendly and the price was what we expected based on the season. Our... More"
"446",3,"It's a clean place with friendly service. The bed was amazing. However, my boyfriend and I checked in hopes of relaxing (I've been working extreme overtime at work the past two months.) only to be disturbed our first morning there by house keep arguing in cursing in the hallway.Also, the main reason i choose this location is because they said... More"
"447",5,"We stayed for 4 nights with 6 others couples. Check-in was a only 10 minutes when we arrived Thursday around 7pm (although I did notice longer lines at other times during our stay). Our room was great with a strip view - spacious, super comfy bed, lovely shower/bath area and lots of wardrobe/drawer space. Our only room complaint was that... More"
"448",3,"We were expecting a nice lodge and so it seemed for the pictures. However each unit is rented out as two rooms. We had the upper room with small kitchen for 189 per night. The place was like Travelodge or super8. Clean but very basic and small. The bathroom was smallest we've ever had. The cupboard doors are metal and... More"
"449",5,"Our family stayed in this Holiday Inn and Suites last weekend. We had side by side rooms but was a little disappointed that they don't have adjoining doors for the rooms. We had children with us and it would have been nice to have a way for them to go from room to room without having to go in the... More"
"450",5,"Staff was very helpful and courteous."
"451",3,"We had a great stay at the Ritz in Pentagon City however it was not without a few faults. First on our first night we attempted to order room service which was supposed to be available 24/7 however after letting the phone ring for over five minutes without any one answering.... Twice we tried calling the concierge and got the same lack of response so we gave up and went to bed hungry. The other issue was with the shower. The water pressure from the bath tub faucet was fine and the water was hot but on e you switched it to shower there was so little flow that it would take forever to rinse shampoo out of your hair. I eventually resorted to switching back to the bathtub faucet and used one of the glasses to rinse my hair filing it from the bathtub faucet. The next night I decided I would just take a bath instead of standing in the sprinkle of the shower however the bathtub stopper would not deal off enough to even get more than 1 inch of water in the tub. To get by I used that came glass to cover the drain and it worked well enough after I wrapped a wash cloth around the base to help seal it off. I know these seem like small first world problems, but when you are staying at the Ritz there is a certain expectation of quality"
"452",5,"Great location to sites in Charleston. Easy to walk to historical sites and shopping. Breakfast cafe in hotel. Cheese and crackers pre dinner and cookies in the evening. Welcoming and helpful staff. Free on site parking."
"453",5,"We stayed here in November and had a wonderful stay. The restaurant, room service, bar and spa are amazing! Worth every penny and a place to experience! The shrimp and grits breakfast item is amazing!"
"454",5,"Loved it - I had not stayed in one of these before. I'll definitely use this hotel again."
"455",4,"Stayed here with 3 girlfriends white we shopped at the outlet mall. Front desk is very accommodating, the food is good, beds are comfortable and rooms are clean. The towels are crummy - small starchy - I would bring my own if I stayed again"
"456",4,"Bad: Room too small and ice machine broke nice too small rooms. Good: Free water and apples"
"457",5,"Rigtig godt hotel Super sdt personale Ca15min fra stranden"
"458",3,"Stayed one night at this Best Western for a half marathon the next morning. Overall, hotel gave the impression of being slightly dingy and outdated and was the type of hotel where all the rooms are accessed from an outdoor hallway. The service was friendly and helpful and the room was relatively clean and comfortable enough. Some stains on the carpet at the door though. Did not eat the breakast since we were up early for the race but I saw at check in that the dining room spilled out into the lobby which I thought was a little crowded looking to say the least. Great location as it was close to the plethora of wineries nearby and also close to several shopping and dining areas. Close to major highways without being noisy too. Next time I'd search for a slightly nicer hotel but this visit was satisfying for our needs."
"459",4,"We rented 1 bedroom plus den from vrbo . Great resort with condos with a feel of a hotel. Many pools, BBQ, dukes restaurant on site, ocean front, great snorkeling off the beach. The kids had a fantastic time. Grocery store tymes is right there, we had a kitchen we could cook and buy groceries.!"
"460",2,"Initially a was quite satisfied with this hotel until checkout time, I proceeded to the room containing the continental breakfast which was miniscule to say the least. I decided against the breakfast and grabbed my cooler. We needed ice for the the rest of the trip. A staff member yelled at me for doing this and said I was not... More"
"461",4,"it was nice!"
"462",5,"We loved this hotel, it was a little further away from the hustle and bustle of the quarter which was perfect for us. We was in town for the football game so it was right in our budget for a quick overnight stay. The hotel was clean, beds were comfy, and everyone was super polite."
"463",5,"Great rooms at a very good prize. Very Nice atmosphere in this hotel. Grand lobby. Friendly staff. Short distance to dining. Enjoyed the stay in this hotel. They had a great pool. I would recomend this hotel."
"464",3,"Location was great. Rooms were big, but fixtures n outlets some didn't work n outdated, vent in bathroom partially hanging down n dusty. You could either watch tv in dark or have lamp on."
"465",1,"Upgraded to the PH-dirty uninhabitable for crawling toddlers/infants. Dead bugs everywhere. The PH hadn't been cared for in months. Kitchen-good working order. Rusted cast-iron pan that should've been removed. Balcony grill well maintained but overhead vent not functional. Pools-Next to construction site, cold. Away from construction site-cold. Service-Lack of follow-through from staff to maintenance. Incompetent as they didn't service the... More"
"466",5,"Very pretty hotel. There was Wonderful lady at the check in desk and she handled everything with ease. We had a little bit of an issue but she was so great she didnt make it an issue. The room was spacious and quiet. Everyone and I mean everyone was helpful and friendly. The rooftop bar called The Monkey Board was so terrific. Saturday night was a fun dance party and Sunday afternoon we enjoyed the sun and had some of the most delicious crawfish i have ever had. Thank you so much for this fantastic review of your stay and please know that it has been shared among our team. Chef Dana will be thrilled to know how much you enjoyed his crawfish and its always nice to hear when the team exceeds all expectations of our guests.We appreciate you staying with us and look forward to always being your hotel of choice in New Orleans.Best regards,"
"467",5,"Room was comfortable with a lovely view and well lit with natural light.it is quiet and nearby are some very good restaurants. Great location for family vacation. Will return wherever we visit Boston again"
"468",2,"THE WORST BREAKFAST OF ANY HOTEL I'VE EVER STAYED AT. WE HAD TO GO OUT EVERY MORNING FOR BREAKFAST. ROOM HAD DOG FOOD PELLETS ON THE FLOOR. POOR CLEANING OF ROOM. THE VOLUME CONTROL OF THE TV DIDN'T WORK. THE HALL WAY TO OUR ROOM WAS EXTREMELY COLD. I WILL NEVER STAY AT AN EXTENDED STAY HOTEL EVER AGAIN. ALSO, NO POOL."
"469",4,"Bad: Room decor a little outdated. Air conditioner too loud. Walls a little thin so neighbors can sometimes be heard. Good: Value relative to other hotels. Location was convenient for exploring the strip."
"470",5,"Great menu, service and the food was superb. The Seafood Pescatore over Linguine was tremendous. Drinks and food were very large portions and reasonably priced. All waitresses were tremendous, courteous, friendly and very attentive. Food preparation and quality was fab!!"
"471",5,"First time staying at a My Place hotel..room was wonderful, large and clean. Beds were very comfortable. Loved the kitchenette with the full sized fridge. Check in was quick and the staff were very friendly. Will definately stay here again.."
"472",5,"Arrived by subway, tired and worn. Met Frank at check-in. Took care of everything. Could not have been more helpful. Pointed out possibilities for dining after arrival, offered tips for maneuvering the subway. Frank stood out among all the VERY helpful and friendly staff. See you guys next year!"
"473",3,"Bad: Ridiculously noisy, external alarms, cars honking horns through the night and the thumping music till early hours made sleep tricky ! Not a hotel if you like a little peace in the evening. Good: The property location was perfect"
"474",5,"very nice stay.. will be back to another location"
"475",5,"We had a wonderful stay at the Fairmont! This is an excellent hotel, with great attention to detail including hotel grounds, architecture, amenities and staff. Service is first class and natural, you are made to feel very welcome. Great looking golf course, and plenty of other activities to enjoy such as walking, the pool, tennis. Or just relax in the... More"
"476",5,"One of my best Marriott experiences has been at this hotel. I loved the way in which I was treated from the very beginning to the end. Heather is the best front desk attendant. In a time in which SUPERIOR customer service is lacking in a number of industries Heather exceeded my expectations and should be rewarded for her 5... More"
"477",4,"We (family of 4 including two older teenagers) love Maui and have stayed at several hotels and Villas on the northwest coast. We thought the Westin Villas were the very best until this current trip. The Honua Kai is now 1 in our book for several reasons: 1) Big, comfortable and well appointed units. We had a 2 bedroom with... More"
"478",3,"The room was clean, the breakfast adequate, the staff accommodating and friendly (especially the woman tending the breakfast). Our room was on the second floor and I wished we'd known there was no elevator."
"479",5,"This Hampton Inn location was easily accessible and well kept. We enjoyed our nice comfortable rooms. The bathrooms were clean and the room as well as the hotel had a nice clean smell that reassured cleanliness. We would definitely consider staying at this property again."
"480",4,"I stayed here one night because downtown hotels don't shuttle to the airport. I was surprised to find a new, clean, modern hotel. Nothing fancy, but there was a bar. I didn't use any amenities but I thought it was a bargain with a free shuttle and right next to the airport."
"481",1,"In a word - awful. Called early in the day to ask for a late check in lady was very sassy and snarky rather than just making a note on the reservation. Once actually checked in: room extremely tiny, AC unit very loud, bed uncomfortable. Housekeeping knocked at 8am to clean room - checkout wasn't until 10am..."
"482",3,"I was excited to find this place for a road trip down the Oregon coast, since it had such great reviews from other travelers. Unfortunately, it was a bit of a disappointment. It's located right on the 101, so while very convenient, the road noise is pretty loud in the room (especially if you keep your window open - no... More"
"483",5,"Good location, it's close to museums that I love. Rooms are clean, comfortable, and appealing, moderate size. There's cold water to refill your water bottle. The price is affordable. I felt as if it was a safe area and I had no worries or concerns about the location. I enjoyed the next door restaurant. It's an easy breakfast location.Since I was staying by myself, I would have enjoyed a movie channel to buy from but I never found it.Good coffee for the morning.Dear MarjieThank you for your review and I am so glad that we succeeded in looking after you on many area's. I have passed on your comments to our housekeeping department as we all know that providing a clean room is essential and it is something we all take great pride in.When you are next in Chicago, we would be delighted to look after you again.Kind regardsPaul Tiernan - Hotel Manager"
"484",4,"The hotel was good, not great. I didn't feel pampered - but I was comfortable (I think it supposed to be a 4 star hotel). The nice thing is that its close to the shopping mall which has a grocery store on the lower level! The mall also has a great food court also you can easily stock your room. The hotel staff was very nice and accommodating. I would stay here again. However!!!! Get rid of the 7.00 charge to use the sauna, it's ridiculous moreover, they can't possibly be making any 'real' profit off of a 7.00 dollar charge."
"485",2,"The staff were attentive and welcoming. The river view lovely. The room was not comfortable. The bed needed replacement as did the linens. The space was taken up with long shelves w pillows. Seating would be better ."
"486",4,"We stayed with our two large dogs in the unit with the kitchenette. It was actually a very large one-bedroom apartment! Located above the office, it had a partial view of the ocean. Even with the two big dogs, we probably didn't need quite that much room. Great walking trail that the dogs loved just steps away. Office gave us... More"
"487",3,"It was an intermediate stop on a long journey, so there was not much chance to enjoy the area or spend time in the room. The front desk staff was very accommodating."
"488",2,"Paying full price while hotel is under construction is not acceptable...newly renovated room was mediocre at best...room only had one chair...no lounge chair ...previously provided when staying there...furniture was cheaply built and made...cleanliness of room was at best just acceptable...found things left behind by former guests...dirty floor...bed was comfortable however...breakfast was just OK...nothing to rave about and certainly not a selling point for me to stay there...staff was very friendly and informative however...would hesitate to stay there again...very disappointing for sure..."
"489",2,"Location is great for Metro boarding to DC. No one at the front desk at check-in or check-out. Hallways/stairwells do not smell good at all. Exercise room has no sweat towels or sanitizer towels which we have never seen before. Room was slightly dirty upon arrival. No room service during the stay. Had to ask for extra towels and toilet... More"
"490",5,"Five of the last six years, our company has hosted our annual meeting at the Grand Del Mar (and we regret not having it six out of six years). The GdM may be the top place to stay in the US, thus my recommendation is in the title of the review. The GdM is not inexpensive, but it is worth... More"
"491",5,"I highly recommend this hotel as a place to stay. It's situated in Arlington a quieter,more idealic area than Washington dc itself although still very easy to visit all the attractions in DC via a short walk to Rosslyn, it's nearest metro.Hotel room was amazing value for money,very clean with a separate kitchen area.There is no hotel restaurant available and thekitchen was more than adequate to cook decent meals in. Our only complaint is that our gas cooker did not work and after mentioning it to the hotel it was never sorted out so we spent 2 weeks without a working cooker.As there is not much in the surrounding area we found ourselves having to travel into rosslyn and Washington to buy dinner."
"492",5,"Be sure to try the Landmark. Best breakfast we've found in the area. Great food and great service! We make sure to stop here we go to camp."
"493",1,"It was awful We went for one night as we were grieving and needed to get away First of all the 35 parking fee was ridiculous and your parking attendant sneered at us and said This IS La Jolla. Wow. When I asked the front desk what was the deal with the parking it was just uh yeah sorry. The room 808 was just OK. Altjough we were kept awake by some shenanigans going on in The room above us ALL NIGHT We will not be returning and regret we booked this room in our grief. It did nothing to help."
"494",4,"Bad: Very noisy at night (24h party directly below the rooms in the other building, traffic). We didn't stay in the main building, we weren't informed before. So please check before, otherwise there's not much sleep possible. Good: Next to Ocean Drive, so the beach is over the street. Room was huge and clean. Valet parking was very fast (39/d), staff was friendly. Also the roomservice was fast and delicious."
"495",4,"Bad: N/a. Good: Everything good"
"496",5,"Very highly recommended. Outstanding staff. Great location. Spacious rooms with very comfortable beds. Tastefully and creatively decorated public areas and rooms. Restaurant very good as well. Stands out as a unique and exceptional vacation experience."
"497",5,"Bad: We had a 2 queen bed studio for 6 people. It was a little tight maneuvering with the pull out couch out,but otherwise was good!. Good: Staff was wonderful!!!"
"498",5,"This was a great hotel. Everything was brand new and clean. Friendly staff. Great location. I would highly recommend."
"499",3,"Sit outside your bound to see one or the other. As for front desk completely useless and be prepared to handler your own luggage and valet parking you pay. Minimum wait for food 30 minutes and forget about the shuttle. They may or may not take you. Depends on their mood Valet service was very disappointing four of us late... More"
"500",5,"At the coast for a family event, we needed a place we could trust to be comfortable, accept pet (our cat Ladybug), and leave us enough money to try out another of the resturaunts in Yachats. We've been coming to thr Fireside again again over the years and have been able to count on the place for friendliness, comfort... More"
"501",2,"I guess they don't care about the little critters that creep around the room. We informed the front desk and all they said was, hum. We usually have the rooms sprayed! Found two centipedes and spiders crawling around."
"502",3,"The room, staff, and chocolate bar were all great. The only issue was on Fridays and Saturdays the hotel hosts noisy events (such as proms) in their conference rooms, which open onto the atrium as do most of the rooms, which does not make for a quiet evening."
"503",5,"I was extremely happy with the location of the hotel, it is located in the heart of historic Charleston with everything within walking distance. The hotel was clean, staff was friendly, and the decor was charming."
"504",5,"Just needed an overnight stay and it was right off the belt way. Very nice place for the price to be honest. Very close to metro and off the main road so you don't see much traffic either."
"505",5,"Renovated room was very nice. My request regarding a room on the first floor and close to where I would unload... handicap if possible... was met in all respects. Breakfast was hot and fresh, with all the usual items! Personnel were friendly and helpful:-)"
"506",5,"Bad: Supposed to get call when room was ready. Did get a text but only to text if I needed assistance. Not really much of a problem as timing between eating and room being ready before evening event worked out. Good: Within walking distance to evrything we did. Parking adjacent to motel. Have stayed"
"507",5,"Bad: When I made the reservation, they told me one thing. When I got there, the first person told me something different. Third person resolved it. Good: The staff was excellent!!initially I didn't get the room I asked for when I made the reservation. They wasted no time correcting the situation. Made my birthday stay very pleasant! Excellent location."
"508",5,"Bad: air conditioner was a quite noisy when it came on."
"509",5,"This is a great deal. The amenities are awesome and include a cocktail hour with a hot bar. The location is ideal, and the staff is excellent. The building is well maintained and the rooms are spacious, comfortable, and attractive."
"510",5,"We had a couple of days to spend in Chicago and wanted a hotel close to our car rental and to a train station, this place fit the bill. It's right in the middle of downtown Chicago and within walking distance to pretty much everything. It wasn't too cheap compared to normal hotels but all the other hotels close by were a lot more expensive so it felt like a good deal.It's a very simple lobby with just a couple of people in the reception and you could check in via a touch screen. There was a restaurant right next by but we didn't try it. There's plenty of restaurants and shops everywhere close by anyway.We ordered a room with two beds because of our kid and was expecting two beds close together, but we got a huge room which was pretty much two rooms in one with a hallway in between. It had two TVs and two bathrooms. I don't know if we just got lucky and got the biggest room they had for that price or if they're all like that. It was a great surprise for us and our kid could even play hide and seek with us!"
"511",4,"THis is second time I've stayed here. Good bang for the buck."
"512",5,"No1 stay very comfortable. Please change pillows made sleeping very hard."
"513",4,"Shoney's is right next door and the Carroll's General Store is just a quick drive behind the motel. This made all the difference in the world."
"514",4,"Bad: How crowded the lobby seemed, mostly with locals having a stance putting out a I'll kick your ass before I move aura. Good: The overall atmosphere was clean and modern, easy to navigate to facilities I needed over stay."
"515",3,"did not meet my expectations at all! I've stayed with this chain before and was impressed, but not this time! The eggs on the breakfast buffet were inedible and the staff disorganized and not prepared to deal with a crowd. Our room was not cleaned, ever. I had to call for clean towels. We used the hot tub, which wasn't hot, had weak bubbles and had tile missing. We ordered a movie and although the screen said we would be charged 14.99+tax, we were charged 17.99+tax. A complete ripoff!"
"516",5,"Staff very friendly and check in was fast and efficient. Breakfast was one of the best I have seen at a motel Very clean place all around, from room to breakfast area. Very close to Lambert's Cafe which is a destination restaurant. If you are in this area STAY HERE, you will not be disappointed."
"517",4,"I usually stay at the HI Express, but their rate was way too high for me this time. This hotel was just fine. Like other Comfort Inns, the room was clean, the bed was comfortable, TV had enough channels, and there was a decent breakfast. I will probably come back again."
"518",5,"I've been to Vegas about 8 times and I've stayed in a variety of hotels, from the Venetian, Paris, Bellagio, Bally's, Wynn, Caesar's Palace, Hilton, etc. I'd say that Aria is the most modern and sleek hotel. Maybe because it's one of the newer ones, but I will admit I like their ambiance. The location is great, it's right by... More"
"519",3,"Good location and generally comfortable hotel, albeit somewhat cramped. Close to international restaurants of Silver Spring and short walk to Metro for access to all of DC. Room/hotel was clean and pleasant but showing age in some facilities. Friendly and helpful staff - very accommodating."
"520",5,"We had an extremely pleasant stay at the Virginian Suites Hotel. Like staying in an apartment it was so spacious. The hotel is convenient to everything and within walking distance to the metro which I did because the traffic was so bad most mornings I could beat the hotel transport. Everything was clean and they even have a breakfast. We would stay here again. Also very quiet for sleeping."
"521",5,"Good: Bar had a good atmosphere, room was really cute."
"522",2,"A typical Hampton Inn. Two issues, however. Located at an exit that has no town around it...just 2 other motels restaurants, gas, etc. 1or 2 exits. The most bothersome feature is that the approach is a very dark road which turns out is a divided parkway with nothing but a few short white stakes to mark it. We ran up... More"
"523",5,"The breakfast had a little to be desired. And we weren't told when it ended, so when we showed up there was very little, if anything left. But the staff and facilities were very nice and clean. I would probably stay there again"
"524",1,"Free parking. That's the only positive experience here. Any more than 1 night would have canceled found different hotel. Hotel had a funky smell in lobby and room was musty smelling too. Good thing the air conditioner was good and loud it blocked the street noise. Stayed at few holiday Inn express and they've been decent. Not so much here and they charge more rooms at the big H.I. Overall impression...not impressed."
"525",4,"Very friendly front desk staff. Clean comfortable lobby and sitting area. Great breakfast. Make your own waffles, biscuits, gravy, bacon, eggs. The rooms nice and spacious. The beds were comfortable. Very clean and nice cold AC. They didn't have shampoo. But not a biggie. Nice indoor pool area and small sundry shop for snacks and incidentals. Everything about the hotel... More"
"526",5,"We hadn't stayed at the St. Regis for many years. We decided to try it again for a 2 night stay to celebrate our anniversary. We were upgraded to a larger suite than we had reserved. It was a beautifully appointed room with all the modern amenities. It was a smart room that had all the controls for the lighting and draperies from either room.We had a beautiful view of 5th avenue from our living room. The room came with butler service which was a great amenity.The best part of the St. Regis besides the wonderful rooms is definitely the location. You step out of the hotel and you're in the middle of a shopper's paradise. Every designer store is at your doorstep. So if you want to shop till you drop it's a great location. You're also steps away from Central Park and all the wonderful museums we have in New York City.The St. Regis has it all, great service, beautiful rooms and a perfect location. Looking to return soon to enjoy being in the city!Dear MissS85, It was truly a pleasure having you as our guest during your special occasion. Happy Anniversary and many more happy years to come!On behalf of the entire team at The St. Regis New York, we are so pleased that you were able to experience our hotel and enjoy the high service and quality levels which we pride ourselves on.Thank you for your time in reviewing our property on TripAdvisor, and please let us know when you will be returning, as we would love to have you as our guest.Sincerely, Octavia MargineanHotel Manager"
"527",4,"Bad: The construction next door."
"528",2,"Hotel was fine, big room, great view...but having to pay for WiFi, after paying so much for a room, as well as free WiFi for non-residents in the lobby? Over priced restaurant and bar, the top view is only for VIP guests, loads of people attending a conference over everywhere.....wouldn't stay here again. Disappointed after paying so much money then being asked to pay more for the basics...especially with the more attractive alternatives nearby."
"529",5,"This hotel was wonderful. The views were amazing and everyone was so nice. We even had one of the maintenance men stop traffic to let us out of the parking lot (Gatlinburg traffic is not fun). This hotel was a great location to everything. The strip was within walking distance. We didn't have to drive in Gatlinburg, only to Pigeon... More"
"530",4,"The breakfast had only waffles, nothing else!"
"531",5,"The hotel is ideally located in center city across the street from Reading Terminal market. They did a nice job modernizing this hotel. It is also very clean. Check in was great. I was in town for the night and booked a room last minute. I had 4 adults in one room and when I booked the only available option was 1 queen and 1 sofa bed in a room. I asked if they have any rooms available with 2 beds and they were able to accommodate me last minute which was great. Also at checkin they provided 2 cold bottles of water which was a nice touch. The room was very clean nice. The rooms have a full refrigerator, sink, microwave, dishwasher, coffee machine. The bathroom is simple, my room had a standing shower with a glass door. The pool was simple and on the smaller side. Parking like every other hotel is expensive and you will find better options searching on your phone to park yourself. The complimentary breakfast was solid, they offer waffles,yogurt, juice, prepackaged omlets and breakfast sandwiches that were very good. I have been to Philly many times over the years for Eagles games and stayed at 20+ hotels in the city and Home2 Suites would definitely be in my top 3. I highly recommend it!Dear Matthew,I would like to thank you for choosing the Home2 Suites by Hilton Philadelphia for your recent stay. I appreciate all of your wonderful comments and I am glad you enjoyed your stay with us! With so many choices here in center city Philadelphia, we greatly appreciate your business and look forward to welcoming you back soon, until then...With Hospitality,Jason Bloom General ManagerHome2 Suites by HiltonYour Second Home Away From Home"
"532",2,"Our room was sub-standard. Two of the four lights didn't work. The bath tub and sink needed to be cleaned. They both drained VERY slowly. While showering you had to stand in water up to your ankles. The fitted sheet was on the bed inside out... certainly hope that they didn't turn it over, rather than wash it before our... More"
"533",1,"THIS place was and absolute DUMP ! ! ! They are in the middle of renovating and they tried to put me in a room that had not been renovated yet. EVERYTHING AND EVERYPLACE you look the place is FILTHY ! ! ! Motel 6 would even be a better place to stay than this place ! ! ! !... More"
"534",4,"Enjoyed my whole stay! The only complaint I have is that they did not keep toiletries stocked as well as they did in the past when I have stayed! I love the indoor and outdoor pool and the staff members were all friendly!"
"535",5,"Wonderful staff, clean hotel, great location!"
"536",4,"room was very nice and cleaned. breakfast was a nice extra. very satisfied will book again."
"537",4,"This hotel is not within walking distance of the downtown Napa restuarants and shops, but it is within walking distance of several chain restuarants, stores and a movie theater. It served us well since we had a car and spent most of the day exploring the vineyards. They offer cereal bars, juice and coffee in the morning and you receive a discount at the Dennys next door. We would stay here again, mainly because of the cost benefit.Gregory K - Thank you for the great review. We are thrilled you enjoyed your stay and please come see us again soon!"
"538",4,"Bad: More activities at the hotel. No gift shop, no casino. Good: The bed was comfy."
"539",5,"We stayed at the tower suites and it was heaven on earth! Great service wonderful view from room and amazing facilities. 4 pools to take your pick and a vibrant casino. Shops, restaurants and bars- all you need!! Highly recommended for a treat!"
"540",5,"Had our daughters wedding at the Omni Royal Orleans. All the staff was beyond fantastic. Everyone had a great time, the location of the property could not have been better. The quality of the hotel is great. We had a suite and it was perfect."
"541",3,"Stayed one night. Decent parking area but super close to the highway. You would think that the staff would put their better members - choice members - rooms on the back side of the hotel away from the highway noise. Carpet was worn, no outlets on side table lamps so pulling out the end table showed LOTS of dirt/dust on... More"
"542",1,"I don't normally write bad reviews unless I was extremely unhappy with the experience hence this rating. This is the worst hotel I've ever stayed in. The previous guest had left the toilet clogged and the hotel never bothered to unclog and clean it. When we arrived at the room and notified the front desk, the maintenance guy blamed it... More"
"543",4,"Malgre 21Km de la plage le voyage se fait bien avec la voiture, hotel propre bon service, et petit dejeuner genereux Par contre les lits de ma chambre n'entaient pas confortables."
"544",4,"Very nice comfortable guest room. The beds are comfortable to the point of wanting to know what mattresses they use. You have the choice of firm or soft pillows-at least in the room we had. Quiet surroundings which help get a good nights sleep. Perfect getaway hotel in great location! Just off I-90 and Randall Rd. so its easy to... More"
"545",3,"First it looks like something happen in the beach and a bunch of dead fish are laying on the sand, as soon as the sun comes out the smell is extremely bad. Secondly the rooms are set not to allow the AC to lower below 70 that made the room uncomfortable and third we where in the room for three days and the minibar wasn't re-stocked or was the sugars for the coffee maker or tea, it looks like only one elevator was working and it took forever!"
"546",5,"Bad: We were on the 9th floor and slept really well but could hear the metro. Earplugs are supplied which were useful to my husband. There were two tvs in our one bedroom suite but only one remote control - odd when we wanted to watch two different shows. Good: Absolutely perfect location in Chicago, within one block of the metro, walking distance to most of the top areas to visit and very good restaurants. Very comfortable room and bed, neat layout for the closet and vanity, wonderful shower, cool design features (Vespa chair, red fridge, furniture)."
"547",5,"Loved this hotel. Charming, comfortable, impeccably clean, I would highly recommend this hotel for anyone staying downtown Charleston."
"548",4,"This hotel is close to the aiport whh is the main reason of our choice.the service is very good, people are friendly and helpful Room and bathroom are very cleant and comfortable The only problem : the poor qualty of the Internet connection in our room Shuttle from ant to the airport : perfectly on time"
"549",3,"I had to change my from because room 610 tub looked like it was painted on the inside. The hotel served it purpose for an overnight stay..No 4 or 5*.overall decent for 1 night."
"550",5,"We really needed this weekend get away to visit our daughter and to get some rest. The hotel staff was pleasant and breakfast was the best meal but they had healthy choices. The hotel was clean and quiet. The workout room had enough equipment to get a good workout. The shopping malls was walking distance as well, if you enjoy... More"
"551",4,"The rooms and service are good but my rate went up over what my company wants to pay. I will have to find a lower rate in Henderson or I will have to stay in Owensboro where I have a lower rate."
"552",5,"Incredible 2 1/2 star hotel. Things that's really standout in this hotel are cleanliness, space, and the slick modern look. This hotel can easily be a 3 1/2 to 4 star. If your staying near the domain, feel completely comfortable to book this location. I hope this place can keep its high quality and prestige for years to come."
"553",5,"Chirsty's Motel has been in Old Forge for years. Steve (manages and owns) is keeps the motel atmosphere very nice and quaint. The rooms are clean! Located on Rte 28 coming in from Thendara. The Christy Motel grounds are kept clean and groomed, the pool is clean and very well maintained. Steve takes great pride to ensure the motel is... More"
"554",5,"Bad: I think the hotel could do more to promote the on site restaurant with newly arrived guests. My husband tried it and thought the food was great but if there'd been a deal or something to catch our attention I'm sure we'd have eaten breakfast there both mornings of our stay. I also think that although the space inside the rooms seems to be well used that there are some practical challenges with storage where existing space could be better used for the ease and comfort of guests. Good: Very comfortable beds. Not massive but cosy and we all slept well. The linens were clean and fresh and we enjoyed the L'Occitane products in the bathroom. The staff were friendly, kind and helpful."
"555",5,"Outstanding hotel, location not as convenient as I remembered with respect to fast food restaurants for that quick bite to eat. Very quiet area (well, it is dead of winter), but just the same we enjoyed the peace and quiet."
"556",4,"My boyfriend and I came up for a baseball game and didn't want to pay the 350 for a big name hotel so we chose this hotel based on its reviews and its super cheap price. When you get to the hotel it's in a nice quiet neighborhood about a mile from Fenway. My boyfriend and I actually walked down... More"
