"","stars","text"
"1988",5,"The staff was very friendly, the room was clean and a decent size for VA Beach. It was off-season, but everything was still fine. I think they are renovating the other side of the building, but our side was business as usual. The heated pool was a bonus!"
"1989",5,"staff was very friend. hotel in great shape and well maintained. great experience. the front desk people were always smiling and helpful. the maintenance/grounds guy was awesome, very friend, open and helpful, was a shining example of a great employee. rooms were very comfortable and clean. breakfast was tasty and help out a lot to lower out travel expenses. the... More"
"1990",4,"The rooms are comfortable and affordable, but for some reason my account is always screwed up after a stay. I had four charges on my card for some reason. Other than that our stay is always enjoyable."
"1991",5,"This is a nice family owned hotel. It is well appointed but not luxury. The service was exceptional. They could teach a course in hotel service. The staff introduced themselves and remembered our name."
"1992",3,"The room wasn't all that I was led to believe it was. According to Ali, it was the best room in the hotel and it was big and spacious enough to accommodate myself and my 4 friends. I was celebrating my birthday. The location in proximity to the boardwalk was good but the neighborhood was kind of shady. The room itself was pretty big but the beds were small (they were full-sized beds), what hotel still has those It's usually queen or king. With that being said, we were kind of uncomfortable sleeping two to a bed. The room itself didn't get that cool as the air only circulated in the area where the air conditioning was and didn't seem to distribute throughout the entire room.On a positive note, the night clerk, I believe his name was Mahadi was extremely accommodating and attentive and we as a group appreciated that."
"1993",5,"Spent a few nights in Bend and this place was fantastic. The location is right near the Old Mill district on the river which is a great spot. There are plenty of places to eat, shops and cinemas all within a stones throw. I believe you can hire bikes and ride along the river as well. The location isn't too... More"
"1994",4,"Good: Staff is very nice."
"1995",3,"Stayed for 1 night, and the lobby and breakfast area are beautifully decorated and nice. Easy to find location with plenty of parking, but parking can be a hike if you dont get there before rooms fill up. Room was put together, and looked nice, but fan didnt work in bathroom, towels were slightly tattered on edges, and curtains didnt... More"
"1996",5,"This property was delightful in every way -- the perfect place to celebrate my birthday! The decor was unique and our rooms were very comfortable, functional and stylish,. The pool view afforded us a surprisingly quiet stay, particularly given the proximity to Duval Street. Paul and Tripp at the bar were both amazing, each in his own way. They are artists behind the bar, brewing (literally sometimes) concoctions that are different from anything I've ever tasted, but each was really special. And what can I say about Andrew in the kitchen He cooked our tuna and snapper catch in 3 courses, and they were nothing short of magnificent. Again, like nothing I've ever had before. I LOVE this place, and will undoubtedly be back again, hopefully before too long!Thank you so much for your review, we are so delighted your birthday was a success. It tickles me to hear all the great evaluations you have for our staff. I must mention Andrew has this unequivocal desire to please, he lives to see peoples expressions after their first bite. Its good to know we've made a new friend, hope to see you again soon."
"1997",5,"It was lovely and relaxing. I will come again! Thanks"
"1998",2,"Prepaid for four nights, arrived at 4:30 AM the following morning, desk clerk informed us we had to pay an additional 25/day deposit and it would be refunded upon checkout. Not sure what that was about, but he did not offer an explanation. Unit appeared clean, but there was no hairdryer in master bath. Called clerk, stated housekeeping would bring... More"
"1999",5,"Absolutely the best place to stay in El Paso!!!!!! * I will start with the Front Desk: Amazing!!! Everyone always goes above and beyond, to make sure you have an excellent stay. This hotel really is a Home away from Home, and they like to make you feel special. *Breakfast: Outstanding!! Always Delicious! A lot of variety. *Social Hour (Mon.-Wed... More"
"2000",5,"This Best western i have stayed at and i have been too many of them.Again thanks to the great front desk staff that helped me. The pool was warm and very clean and they take great care of it. Room was clean and very clean,plus the maids did a great job cleaning it and they where there when we needed... More"
"2001",5,"Good: An excellent concierge.He thought through problems and gave you an informed choice of solutions."
"2002",4,"Our first room had a problem with the shower pressure and hot water so the staff was very helpful and understanding and gave us the room right next door (this was very gracious as we checked in late at night and it wasn't a hassle to move our stuff to another room). The service was helpful and very friendly. The... More"
"2003",1,"Not operational when we went by. Looks very run down and overgrown with vegetation. So if you are looking for an investment property and a challenge this property would fit the bill. Good luck to the current owners and the new owners."
"2004",1,"THIS place was and absolute DUMP ! ! ! They are in the middle of renovating and they tried to put me in a room that had not been renovated yet. EVERYTHING AND EVERYPLACE you look the place is FILTHY ! ! ! Motel 6 would even be a better place to stay than this place ! ! ! !... More"
"2005",4,"We stayed for one night. We were very tired. Check in and check out was a breeze. Very friendly staff, clean rooms and even though it was next to a truck stop, didn't hear any noise all night. Would stay here again."
"2006",3,"I stayed at this hotel for 4 nights for a sports event in Nashville. I have a positive experience with this hotel which I will tell you in a minute. But I also had some negative experiences with this hotel and I feel I have to mention both experiences as a responsive TOP TripAdvisor Contributor. Positives: The room is big,... More"
"2007",1,"The heater was not on in the room and it was 24 degrees outside, There were huge spider webs. Could not connect to the internet and if I had been able to I would have known my flight was cancelled...."
"2008",5,"Bad: Nothing. Good: It's economical, boutique style (my fave), great quality in an A+ location for Boston visitors."
"2009",2,"We have a 3rd floor room Mountain Side View facing Ala Wai Blvd. The Blvd. Creates noise constantly 24/7 with loud music, loud motorcycles and cars because it is a very busy street. The noise easily filters into the hotel room. Sleep may be elusive for travelers that need quiet for sleep. It is possible that a room on a... More"
"2010",4,"Very much enjoyed staying at this hotel for a wedding in Madras. Perfectly located off highway 26. Check-in was efficient. Big lobby area in mountain-interior style. Rooms are very spacious with lots of electrical sockets to plug in iphones, tablets, laptops. Free wifi was available. They have newspapers at the front desk for the guests. They have a restaurant. What... More"
"2011",4,"Bad: Furniture looks old but mantained very well. It will be perfect if there is a pool upstairs. Good: The foods near Little Tokyo,even more Japanese than Tokyo city itself. The best location."
"2012",5,"Very clean, very polite local English speaking staff. Very good breakfast buffet. Nice outdoor pool. Have stayed several times with (0) complaints. I have stayed other places in Murray, but this is by far the best value overall. I have no reservations recommending this hotel."
"2013",4,"We stayed here during a business trip to the tri-cities area. The hotel is well located and very new feeling. The room was spotless and the staff was helpful. My room had a nice small balcony that overlooked a marina which gave this otherwise very standard business hotel an almost resort feel, which was a nice break from the otherwise... More"
"2014",1,"Had a terrible stay. I've stayed in many extended stays across the country and this one has shamed the brand. This hotel smelled, it was unclean, dark and cramped. The rooms were dated,my mattress didn't even have a fitted sheet I saw how nasty and disgusting the conditions of the mattresses. We didn't have any toilet paper in our room upon arrival.the room was less than mediocre. Towels were dingy and worn out. Fire detector was hanging on by a wire literally about to fall off the ceiling. hotel was in bad condition, was more like a motel. Will never stay here again. next time I'll pay more money to stay in a better hotel."
"2015",1,"Everything went well till about 130 am when we were woke from a peaceful sleep of someone trying to enter our room. I went to the door to find another couple who told me we were in their room. Apparently the front desk booked our room twice. We never were able to get back to sleep which was a major problem as I was there for surgery the next morning at John Hopkins. My wife was given a free breakfast ( I was unable to eat due to the surgery) and we were told we would receive a free voucher for a free night in the the future in the mail. As of the writing of this we still have not received anything that was promised. This hotel was the BWI Hilton."
"2016",5,"I was looking for last minute accommodations for an overnight stay in Prescott, I came across The Grand Highland Hotel as they were the only location on Whiskey Row who had availability. They had one room left and I booked it, never did I expect this stay to be as wonderful as it was. The staff were friendly and accommodating... More"
"2017",5,"This hotel is very clean and comfortable. It appears to be one of the newer Courtyards that feature all of that brand's latest amenities. The lobby area is a very inviting place to spend time while the rest of the family is in the room getting ready. The room is above average. There is a nice breakfast area with made-to-order... More"
"2018",5,"Can't say enough about it. Perfect spot to see all the sites,close to the restaurants,trolley stops right in front if you aren't inclined to walk. Our room 228 was very large very clean. All the staff was as friendly as you could ask for, will make reservations,call cabs anything you needed they did their best to accommodate.The cafe has a... More"
"2019",5,"We booked this hotel for one night following a wedding shower in the Kansas City area. Because of multiple sporting events in KC, there were virtually no hotel rooms to be found in KC on this particular weekend. We were lucky to find a vacancy at this hotel in Paola, which turned out to be a wonderful place to sleep... More"
"2020",5,"We had a 3-day business planning retreat here. We wanted an environment different from the average, away from the day-to-day, where we could unplug, unwind and connect fully with what is important. This was perfect. We rented the entire bed and breakfast. Way better than a typical hotel. Started each day with a brisk long walk in the fresh air... More"
"2021",2,"Hotel is old, in need of updating - especially the carpet, heavily stained. The per night price was too much in comparison to the condition and service for the hotel."
"2022",2,"The hotel is decent but lacks pizazz. Its kind of stuck in the 70's. However its still clean, functional, and a budget friendly place to lay your head for a night or two. Dont expect a lot for what your paying. Your not going to pay much so your not going to get much."
"2023",1,"This thing doesnt have to be called a hotel, this is the worst place ever!!!!!!!!Hygiene is something the hotel doesnt know exsists, you can see food, cigarettes, used condoms and much more just a feet outside your door.Nasty parties during night!! We even had to call the police one night!!!!Just dont go to that place ever!"
"2024",5,"The staff was helpful and friendly. Perfect location, so close to everything!! I would go back in a heart beat! The room I got was off a gated private alley so there was no street noise. In the lobby they have booklets of all the fun things to do in the area."
"2025",4,"Very nice hotel, not what I would call family friendly or a warm cozy lobby, but nice rooms, floor to ceiling windows and my room was spacious and a corner unit with nice views of the Tenderloin District, which I was warned is not a place to be walking after dark. However, the opposite direction is business, shopping and dining,... More"
"2026",3,"I found a large bug in the bathroom, someone else's old coffee filter bag in the coffeemaker, shower curtain bar broken, and on a near freezing night (35 deg low), the heat didn't work, it only made a dangerous sounding electrical noise."
"2027",3,"The location is great, about 10 minutes' walk from Rosslyn Metro. Environment good too. The only thing I dislike is the check in time. Their standard check-in time is 3:00pm, but we actually cannot check-in until 3:40pm. Hotel staff kept telling us it would be 20 or 10 more minutes, but we waited from 1:00pm until 3:40pm. Not a good experience. The room and corridor had cigarette smell, even though we selected Smoke Free room. The blank has a big cut on it. House cleaning lady sometimes left a piece of paper on the floor even though we left 2 dollars as tip. Guess she might not be satified with us. Overall, the place is not a bad selection. I vote for the location and price."
"2028",3,"Hotel was very close to the highway with noise and air conditioning not the greatest in the world."
"2029",5,"The staff makes you feel welcome from the moment you arrive. They are all friendly, efficient and caring. Complimentary breakfast stays open until 10:30. I loved the variety of food and especially the fresh strawberries and raspberries. The 6:00 fresh baked cookies every day are yummy!"
"2030",5,"This was a top tier Best Western Hotel. It is close to the airport and cruise terminal and offer free shuttle to and form the aid port and for a nominal fee to and from the Cruise terminal. Every thing was in working order and their free breakfast was as good as any free breakfast I have had at any... More"
"2031",2,"Bad: the value of the motel is not much with what you charged us."
"2032",2,"The room was not clean my wife had to clean the tub in the bathroom,and around the toilet the carpets were dirty, the t.v. kept blanking out and the WiFi didn't work."
"2033",5,"I recently stayed the night at this motel and I must say this place was better than I expected. The rooms were very clean and very nice. The owner who is a 3rd generation owner treat me very polite. I felt like I was staying with family! He cares about his legacy and does his best to make sure you are safe and comfortable. Thank you."
"2034",5,"The room was very clean and neat and the continental breakfast was good. Our 1Am shuttle driver was very helpful, courteous and loved the music and chat. Could change the courtesy desk height-way to tall."
"2035",5,"I have stayed here several times before. Breakfast is above average with a large area. Employees were very nice. The only complaint I had this time around was the extra soft bed. I felt like I couldn't even sit or lay on the end or sides of the bed without feeling like I was falling off, but that's just my opinion. Still a great place to stay."
"2036",3,"This is a clean hotel.but the smell is not so good, the breakfast is ok."
"2037",4,"Clean, well maintained facility. Exceeded my expectations. Great kiddy pools! Price was not too bad. Lake front, many pools, live entertainment. Easy access to all rooms, lots of doors, making it very convenient to get in and out-plus."
"2038",3,"Rooms were outdated a little but that's okay. A wall sconce didn't work, no matter which switch we turned on. Fridge wasn't cold upon arrival. Nice, big TV where the entire room could see - we had a suite. Creaky bathroom door...and with a baby sleeping that's not convenient. Overall okay. Good front desk customer service at check in. Would... More"
"2039",5,"Had a wonderful stay here. My fiancee and I came for a weekend getaway. The staff was really helpful, the hotel is immaculate, the spa is a blast, and in the best part of Portland. We will definitely be back."
"2040",3,"We used this hotel for a visit with family nearby. The hotel was clean and employees friendly. They had us on second floor, upon arrival I asked for first floor and they made it possible. At four in five in the morning, check out was a little slow. Only bad thing I can really say about this hotel is, that... More"
"2041",2,"Asked for poolside room, non smoking... they gave me and my kids, two of whom have asthma, a smoking room. We were also charged 20 more than the previous stay for a much worse room. The room was clean but smelled terrible. The entire hallway smelled bad but the room was much worse. We will not be back. My advice... More"
"2042",4,"Good: I liked that they offered a complimentary happy hour with appetizers and drinks."
"2043",5,"Took family for quick getaway. Got great last minute deal on this property. Kids really enjoyed the grounds and clubhouse was nice touch. Unit was very clean overall we really enjoyed ourselves. We would certainly recommend to anyone interested. Thanks again!"
"2044",5,"We have now visited Bricktown Hotel on several occasions. The service has always been friendly, the shuttle is prompt and service oriented. As a family, we have enjoyed the pool. As a group of friends, we have taken full advantage of the Bricktown nightlife without having to drive. As a businessman, I have used the Hotel as an incentive to employees and as a TE for clients. I have referred many friends who consider this self to be a Gold Mine."
"2045",3,"The sweeper hadnt been ran in our room when we got there. We had to turn AC down to 63 to get it cool in our room. And you had to duck to get under shower head. The mattresses were awful. The sheets were clean.I'm sorry your stay wasn't up to standard. I will work hard to resolve these issues. Thank you for your honest feedback."
"2046",5,"Nothing to complain about Everything was fine and week with the price. It is very central in Boston and close to the public transportation."
"2047",5,"The Hampton Inn exceeded all our expectations. We were traveling to visit family with our daughter and her family. Traveling with little ones can be stressful, but the staff here were very pleasant and accommodating to our needs. I will definitely stay here for our next visit."
"2048",4,"Palo Alto is an expensive area so finding someplace to stay that was reasonable was challenging. Comfort Inn offers a market-competitive value and a consistent stay. I liked that the staff gave me a bottle of water and trail mix upon check-in (easy nice perk), room was clean and comfy. It's off a busy street though so there is... More"
"2049",5,"The Comfort Suite in chincoteague, VA had a sumptuous breakfast, with hot and cold choices, even fresh waffles daily. The room was large and comfortable, the housekeeping staff very on top of their work, and the front desk accomodating and available. The location is perfect - near enough to walk to the shops, near enough to Assateague for a quick beach drive. Lovely for children."
"2050",5,"Wish we could have stayed longer to enjoy the city. Had other obligations that put us on a short time schedule. Hope to visit again in the future. The location of the hotel was perfect. We were there for a 86 year old Aunt's birthday."
"2051",5,"It was an amazing stay. The hotel, staff and facility was amazing. I was here for a wedding and everything was excellent. We checked in early. We we were treated very well. The staff was very attentive. I see. Recommend."
"2052",5,"Bathroom had no soap,tissues. Took over 1/2 hr to get car Very friendly staff"
"2053",4,"We were very pleased with how clean this Super8 was. The beds and pillows were very comfortable. The price is great and a good place to stay. We will be back."
"2054",5,"This Hampton Inn is new and well-appointed, and seems to be a popular choice for people touring wineries, as our group was. There was a little street noise in my room, but tolerable.The staff were uniformly pleasant and helpful, from front desk to housekeeping.Breakfast is of the standard you would expect for this type of hotel, with some reasonable choices and slight changes from day to day.It is not located in the center of Napa, so to go to most restaurants, you need a car."
"2055",3,"A room with a queen-size bed is only 36 including tax. The motel is old, but they do keep it up and the room was clean. Had good WiFi in the room and a ref Microwave. Large well-lit parking area and it is quiet. I will stay here again."
"2056",5,"This is a fabulous hotel. Very reasonably priced. Very clean comfortable beds. Breakfast was very good. Everything you could want including omelets. All of the staff is helpful and friendly. You will enjoy ."
"2057",4,"We stayed at Disney Saratoga Springs for 7 nights in March 2015. Generally, we really enjoyed our stay. We only went to Downtown Disney twice, but it was a vert easy walk and if we had gone more often, the proximity would be a real plus. The bus ride to the various parks could be a little long and we... More"
"2058",5,"I stay at a lot of different Marriott properties and this Courtyard was one of the nicest of the Courtyard brand i've stayed at. It has a big lobby with plenty of seating and a dining area for the Bistro that is very nice. The front desk staff was as usual very friendly and accommodating. They had a room ready for me at 10am when I checked in. Starbucks coffee is served at the Bistro and they have a nice food menu as well. The room was immaculate and the bed was comfortable. Air conditioning was nice and cold. The view of the lake was excellent. I happen to be in Seattle on some beautiful weather days. Clear skies and no humidity. If your doing business downtown and need to see Amazon this hotel is a 6 Uber ride. You could walk to some nice restaurants on the lake or take a short taxi ride for 5. I would suggest Uber from the airport as opposed to a taxi. Uber was a 39 ride and the taxi was a 50 ride.Hi Thomas,Thank you so much for sharing your wonderful experience at Courtyard Seattle Downtown/Lake Union. Much appreciated for the comments on commute fairs and the positive feedback about our hotel and staff. Thank you for staying with us and we hope you see you again on your next visit to Seattle.Sincerely,Dan PhamGuest Service Representative"
"2059",5,"Our 2nd stay at this hotel. Everything was great and we will be staying there again on our next trip. The facility is nice and so is the staff. Beds are comfortable and nice breakfast in the morn. The computers in the lobby made it easy for us to print out airline boarding passes."
"2060",5,"How great is it, having 5 little girls to find a hotel that's affordable, clean, and FITS US ALL LEGALLY!!! Best western rocks. We love it, and we're probably gonna be using them exclusively. We are a traveling family band, and we find these 2 queen suites to be just wonderful. Breakfast was better than average, and the pool rocked.... More"
"2061",5,"Nice place to stay, neat and staff are very homely, corteous, helpful so much so that you dont want to leave. Close to a big Target store for easy shopping. Easy transportation to any part of the city."
"2062",5,"Stayed here June 2016. Staff was amazing. Love this hotel. This was our 2nd time here. Very clean hotel, looks fairly new too. Our room had fridge, microwave, Keurig too. Great location, walking distance to shops and restaurants. Will definitely be back."
"2063",5,"We usually look for Drury Inns when we travel. This location is very convenient off the highway. I liked the out door area by the pool. We had a great suite, highly suggest the suites to families. The mall is across the parking lot and convenient."
"2064",5,"I found this hotel on the internet. It was located where we wanted to be and seemed to be a bit unique. It was a great experience. The hotel is done in a newspaper theme with unique art, historic photos, carpet and accessories. The rooms, (I rented two for our group) were comfortable, clean, nicely appointed. We could walk to... More"
"2065",5,"Great!"
"2066",5,"Home 2 not only has an excellent location (walking distance to the Convention Center, Reading Terminal Market, China Town, Liberty Bell and South Street.) but is the BEST hotel I have stayed in with-in the city itself. Rooms are very large and clean. The beds are comfortable. I love this place!Not only is this place modern but it's super clean, quiet. Full kitchen including a dishwasher. There is a pod coffee maker with tons of pods to choose from. Excellent coffee bar in lobby and a large breakfast buffet is included.I would definitely stay here again! A++!Dear AngelicVixen,I would like to thank you for choosing the Home2 Suites by Hilton Philadelphia for your recent stay. I appreciate all of your wonderful comments and I am glad you enjoyed your stay with us! With so many choices here in center city Philadelphia, we greatly appreciate your business and look forward to welcoming you back soon, until then...With Hospitality,Jason Bloom General ManagerHome2 Suites by HiltonYour Second Home Away From Home"
"2067",4,"Bad: The room needs to be updated. The bathroom fixtures needs to be renovated. The layout of the room was a little a awkward, there needs to be better lighting and a vanity under the large mirror. The property itself could use use an update as well, it needs to be modernized. Good: It was close to all the activities on Fremont Street. I enjoyed being in the center of Downtown, everything was within walking distance."
"2068",4,"1st - this is the most amazing place and comfortable place to stay. The front desk, Sarah, Heath, and MARK (the MAN) are the most customer service oriented people EVER! Love you all and because of each of you we will be back. 2nd the concierge people are rude, not customer oriented and make you feel guilty for asking about... More"
"2069",5,"How to describe perfection Total elegance, super-attentive staff, adjacent to hiking trails from the hotel property, early morning/late night hot pooling, astronomic observation from the green, resident desert tortoises, on-site rangers, delicious drinks, sushi, golf (if that's your thing) and every amenity you can think of. We spent an amazing four nights (thank you Marriott points!) and can't wait to... More"
"2070",4,"If you are looking for a great location away from the traffic problems on the Las Vegas Strip try this courtyard by Marriott location. Easy access from the I15 freeway and best is across the street is the LV monorail system. Ample parking. Rooms are large and comfortable. No fee breakfast. In house dining but nothing special so look into... More"
"2071",2,"Bad value for the price. Room was dirty, carpet stained and curtains torn. Breakfast was adequate, well-prepared. Had to report noisy tenants on the floor above, they finally went to sleep or passed out...not certain staff did anything about the problem. Exterior was littered and needed cleaning up."
"2072",5,"Very clean, excellent location in the heart of downtown Lincoln. Have stayed here several times for activities in downtown Lincoln and have always been very pleased. Not huge rooms as Embassy Suites but excellent for a date night. We would highly reccomend especially for Pinnacle Bank concerts."
"2073",5,"Fantastic buy for the money. My wife and I were very pleasantly surprised. Breakfast was OK with waffles, sausage, scrambled eggs, etc. The place has been remodeled and updated, but we found the imperfections to be few and small. The travel service to the Metro station was quick, which was very important since we stayed there for 4 days."
"2074",1,"My brother was in the hospital, and I needed to be there for him. Did not want anything problems until this hotel was not very satisfying. The first night, the hotel only took the trash out in my room. So I made a comment to the front desk, is this unusually just to take the trash out. So she made a note to the cleaning dept. The next night my room was not cleaned at all, so you can imagine how upset I was. One night not cleaned, but two nights. When I complaint again, the front desk just told me it's not there problem. It's the cleaning employees so this upset me even more. They did give me some clean towels for that night so I can shower. Also, I felt the breakfast area was not kept up with the cleaning. Very messy. I would not recommend to stay here. But I did have a king size bed, and it was very comfortable."
"2075",5,"My stay at the Red Roof Inn started out with great customer service from John Wehringer. He was very helpful and made sure all my needs were being met. He also took the time to make sure I knew of bad weather coming in that night and the following day to ensure I was prepared for it. The room itself... More"
"2076",4,"Comfortable beds, clean rooms and friendly staff. We missed the continental breakfast but grabbed some fruit and coffee before we left. The pool area is nice for kids with a mini water park. We went down to the hot tub after 10 pm and had the place to ourselves."
"2077",4,"Excellent service. Had a late arrival and checked-in okay. Hotel did a great job with shuttle service for KC Chiefs fan to playoff game in Houston."
"2078",5,"Good: The staff was very accommodating and the beds were very comfortable."
"2079",1,"I stayed at the hotel three nights. I was very disappointed by the level of noise at night. The doors were EXTREMLY loud. I could not get to sleep my second night there because I heard doors shut the entire night. I was on the 25th floor. In addition to the noise, the hotel somehow lost my reservation in their system and I had to escalate the issue all the way up to management to get it resolved. It wasn't easy. I will never stay at a Club Quarters hotel again."
"2080",3,"Bad: The breakfast was minimal. The rooms were tiny. There wasn't a workout room. Good: The room location was at the back of the hotel and quiet."
"2081",5,"Went for Thunder Over Louisville 2015. VERY polite and friendly staff and desk crew. Ice makers were broken on 2nd and 3rd floors, but there were personnel on site actively working the problem, so it wasn't so bad. Perfect location in the heart of Downtown Louisville. Would certainly stay again next year!"
"2082",5,"Spent the night after hiking McAfee Knob. The hotel was clean, the staff was very friendly and helpful. Breakfast was a step above the usual continental breakfast. The location was excellent if you are there for the Blue Ridge Mountains and want easy access to the highway in the morning."
"2083",5,"We stayed here for a friends wedding and fell in Love. The hotel is right on one of the main pedestrian roads and within minutes of all the glory that Vail has to offer. The room was cute, super fluffy and comfortable bed. Tiny windows which made the room a bit dark, but not a big deal. The bathroom was... More"
"2084",1,"I was charged 244 for a one night stay in a very average room, I expected far better for the price sadly this is a similar standard of a holiday inn or days inn who are far cheaper. Staff were friendly enough, reception appeared to be under construction, I shall not be using this Marriott againThank you for your recent comments regarding the hotel. I understand the importance of receiving a value of staying in a downtown hotel, and Im sorry you didnt feel you received that value while staying in the hotel. At this time, the hotel is undergoing a major re-imaging of the lobby space and exterior with additional plans to begin the rooms and fitness area. Once this is completed, I hope you will give us another opportunity so you may see the value of the location and to gain your loyalty. Thank you again for your feedback."
"2085",4,"Good value for money. An unplanned extension of our stay was possible at the same cost."
"2086",3,"I recently stayed at the Suncoast for three nights while working on a project in Las Vegas. The good points about this property are that it has plenty of parking (due to the casino), large rooms, great views from the back of the building, and good housekeeping service. The beds were fairly comfortable (but firm) but the pillows were very hard. Walking into the property however, is like a journey back in time. The decor is dated (brass fixtures everywhere) and the casino, registration, and dining areas are like standing in a chimney. There are so many people smoking in the casino, with so little ventilation, that the smell permeates almost the entire property. After a few minutes, my eyes were burning. Fortunately, the smell did not extend to the rooms (but it did to the hallways). Other negative aspects of the property are the very poor selection of TV channels and the poor set ups for working in the rooms. There is wireless internet but there are no power outlets near the desk or bedside tables. It is obvious that this property survives based on its clientele of older casino patrons. I would stay away unless I had a specific reason to be in this area."
"2087",5,"They should change a carpet in the room plus painting"
"2088",1,"worst hotel ever. do not stay here."
"2089",5,"Staff were exceptionally friendly throughout the resort and the room was beautiful and very comfortable - felt like I was in a 5 star resort. Pools were gorgeous but found the restaurants were a little overpriced for me."
"2090",4,"This is San Francisco in Silicon Valley, so when a hotel charges over 15 per night for internet access you expect a decent connection. Not that I needed to watch movies or do anything particularly heavy - but for work purposes the internet connection was often simply unacceptable. Despite that, the staff were extremely friendly, the room and hotel in... More"
"2091",5,"Bad: No help with area restaurants, attractions or directions."
"2092",3,"Stayed from Monday thru Friday and the last couple days were not very pleasant. Staff is very friendly and I always felt welcomed! Thursday house keeping was awful. I asked for clean bathroom towels everyday and they gave me dirty bathroom towels! They also gave me a dirty pillow case! Had to call the front desk two times. Was told I had to wait to get new clean bathroom towels and pillow cases because they were in the washer. This was at 5pm in the afternoon. Thankfully, Alex who works at the front desk was very nice and brought up new towels and pillow cases. He was also very apologetic. Friday my beds were not fixed and house keeping just dropped the towels off without doing anything in the hotel room."
"2093",5,"Bad: Expensive breakfast. Good: Clean room, comfortable bed, good location (near but not in the Strip) and calm"
"2094",5,"This was an excellent place to stay when I was visiting my son and his family that lives close by. We stayed for nearly a week and so we took a suite, which turned out to be a great choice for us. The little kitchen was perfect for our needs and the small sitting area provided us with a bit... More"
"2095",5,"Very nice, very reasonable, very clean. Nice friendly staff"
"2096",4,"This is a great place to stay to sleep. Thats what I was looking for. Staff is friendly. Rooms are clean. Older hotel but updated. Can be loud as this is a motel. I felt very safe. Parking is easy. Good value for the money."
"2097",4,"This hotel is a great stay if you're looking to go into DC. Me and my friend went down at the end of Aug 2010. Although we had to change rooms two times, overall, the experience was good. The first room had the smell of urine so we asked to change. The second room had a roach in it so again we asked to change. We weren't taking any chances because if there is one roach there may be more. Finally, the third room was great. The hotel was conveniently located near the train station, mall, and diner. The hotel shuttle was great also. There were many options during breakfast. We received small gifts from the hotel during our stay such as goody bags and treats. It was really nice to come back after being away from the hotel and find something special left in the room. That was nice. The outside of the hotel was really beautiful. I really enjoyed my experience and think that I would stay there again."
"2098",3,"Stayed here for business for one night. Hotel is clean, bed was comfortable and staff was friendly. Hotel was quiet and quick access to the freeway. There are plenty of fast food places to grab a quick bite. I would stay again for work."
"2099",3,"Room has a gas fire place but pilot light gets blown out by draft. Owner is offsite after hours and has to come relight it. They have four servers for wireless internet but none work in the room we had. We made two calls but they could not resolve it. We stayed in winter. At 7 degrees the cold water... More"
"2100",5,"Excellent location and very comfortable accommodations. Trader Joes was only a couple of blocks away, so it was easy to pick up a few staples for breakfast. This unit had a very efficient use of space for a family of four (two young adults). Plenty of good restaurants within walking distance. Definitely recommend this place, but we never answered the phone because we read the warnings about time share pestering."
"2101",3,"This hotel is not up to the Hampton standards. The hotel is clean, but very dated. The furniture, carpet, doors, and woodwork all need updating. The room was clean and the bed a good bed. I typically stay at Hilton properties and was disappointed."
"2102",4,"Bad: The remote in our room did not work for the Television so we had to manually get up and change the channels. There were not as many facilities as we had in previous hotels Oceanfront and the cost was much more expensive then those hotels. The stay was much more convenient at the previous hotels than this one. Swimming pool is to small. . Good: It was very close to the beach within walking distance. Room had balcony so we were able to catch the breeze from the Ocean. Room was clean. Free guest parking. Complimentary Breakfast was great. Whirlpool was place to relax/enjoy as a spa you could say."
"2103",5,"Bad: Was a little too far to walk to the strip. Good: Bartender was awesome got complimentary drinks at bar. Very clean."
"2104",5,"This is such a great hotel! The staff are exceptional and go out of their way to be helpful! A great place to put your feet up to relax. Rooms are clean and spacious! It is close to shopping, restaurants and the airport. DEFINITELY RECOMMEND TO ANYONE WHO IS COMING TO FORT MYERS!"
"2105",1,"This place is horrible. Dirty inside and out. Don't stay here, you will regret. The best part was that they refunded me! The photos are of 2 separate rooms. I pulled back the blanket at the end of the bed and found this! The rooms were dark and dated. Even the exterior was dirty. Trash littering the stair wells. Many... More"
"2106",2,"Bad: 1st - PARKING LOT **BAD,BAD,BAD** This is 2017, nobody need driver to parking car, unless you're 85 yrs old (should not even drive). But drivers that steals quarters from your rental car, this is very low. 2nd - They asked a deposit of 100. Because I was planning to get it back, I used a BC and not a CC. On check out I was informed that it will take 1 to 2 days. Should I trust on it 3rd - If you sleep on that room 512 and need a AC on, make sure you are deaf or use to leave near NY freeway. The noise of that machine it's worst than sleep on LV international airport at 9am with your windows car open. Will I stay on this hotel again NEVER. Good: Location, access to shopping, and cleanning"
"2107",4,"the hotel was the lovely. My sister was returning home from deployment in Norfolk via the Naval base. This was in close enough proxmity and was certainly the right price! The staff was very pleasant and helpful. my only complaint is that the hot tub was luke warm at best. other than that, the fitness center was clean, the coffee bar was a nice touch in the lobby, and we even got free cookies (which were delicious!)."
"2108",4,"we had a unknown visitor come into our room at 4:30am. it was strange. how she got in is unknown but when she tryed to get in bed with us my wife escorted her out of our room. very weird experience indeed."
